State/Territory,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Totals
South Carolina,2004,"10,061","11,262","9,952","7,790","6,883","7,092","7,496","9,468","10,732","11,543","12,811","19,063","124,153"
South Dakota,2004,"3,202","3,685","3,650","3,250","2,884","2,879","3,020","3,976","5,341","7,385","5,218","5,833","50,323"
Tennessee,2004,"18,923","19,565","18,284","13,966","12,681","13,387","15,025","18,110","18,642","21,146","24,583","35,089","229,401"
Texas,2004,"56,561","55,899","50,057","46,175","41,897","41,498","44,473","57,014","64,339","61,431","63,937","89,714","672,995"
Utah,2004,"5,223","6,382","6,241","5,528","5,184","5,068","5,537","6,256","7,432","7,309","7,484","12,323","79,967"
Vermont,2004,"1,125","1,515","1,848","1,703","1,224","1,037","1,229","1,290","1,977","2,588","2,029","1,925","19,490"
Virgin Islands,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2004,"16,254","17,268","17,099","13,583","12,719","11,764","14,873","16,093","18,574","22,217","23,367","29,251","213,062"
Washington,2004,"15,605","17,819","19,088","15,849","15,218","14,644","14,383","15,147","18,092","19,747","16,530","21,310","203,432"
West Virginia,2004,"10,809","11,403","10,544","9,383","6,867","7,174","7,897","9,503","10,877","15,018","17,384","15,987","132,846"
Wisconsin,2004,"12,078","15,590","19,197","15,981","10,699","9,055","9,639","13,542","18,953","23,097","20,830","18,436","187,097"
Wyoming,2004,"2,550","2,884","2,965","2,815","2,372","2,544","2,450","2,672","3,560","3,133","2,987","4,495","35,427"
Alabama,2003,"19,179","20,440","17,213","13,240","13,175","12,709","13,173","17,035","17,641","20,526","25,551","35,597","225,479"
Alaska,2003,"2,899","2,931","2,759","3,166","2,745","2,704","2,911","3,915","3,150","4,110","2,506","3,263","37,059"
Arizona,2003,"11,548","13,568","13,234","11,516","10,819","9,724","10,256","12,376","11,845","12,481","11,731","16,621","145,719"
Arkansas,2003,"12,140","13,811","11,422","9,170","8,176","7,882","8,085","11,464","12,916","16,301","17,620","21,262","150,249"
California,2003,"39,285","41,724","48,429","45,508","43,667","42,438","40,846","45,078","42,763","43,376","41,693","49,624","524,431"
Colorado,2003,"13,874","15,067","15,687","13,153","13,048","13,193","12,002","16,323","15,308","17,450","15,438","20,714","181,257"
Connecticut,2003,"7,761","7,900","9,597","8,253","7,860","7,265","7,741","7,756","8,025","10,710","8,320","9,379","100,567"
Delaware,2003,"1,245","1,135","1,360","1,170","1,093","1,008",972,"1,236","1,266","1,671","1,944","2,261","16,361"
District of Columbia,2003,1,0,2,1,0,0,3,0,0,1,1,2,11
Florida,2003,"24,477","25,659","25,487","21,214","20,763","20,222","19,990","24,348","23,621","26,637","27,481","38,282","298,181"
Georgia,2003,"22,827","27,029","23,288","16,905","16,809","16,976","16,995","22,256","23,349","30,028","27,622","38,134","282,218"
Guam,2003,36,41,31,43,36,31,16,23,16,39,25,42,379
Hawaii,2003,634,584,726,646,564,558,584,598,703,666,547,629,"7,439"
Idaho,2003,"5,490","6,017","7,171","5,898","5,362","4,867","4,844","6,021","7,691","7,470","5,504","8,334","74,669"
Illinois,2003,"40,194","43,597","46,415","43,935","33,123","27,243","30,227","45,035","47,580","51,128","51,054","56,386","515,917"
Indiana,2003,"12,210","13,569","14,360","15,798","15,645","14,414","11,507","12,531","13,720","17,872","20,023","22,204","183,853"
Iowa,2003,"9,469","7,918","8,589","6,568","4,743","4,006","4,438","5,539","7,735","10,194","10,925","15,003","95,127"
Kansas,2003,"8,389","8,099","8,450","6,371","5,156","5,008","4,955","7,634","8,004","10,264","11,940","13,095","97,365"
Kentucky,2003,"18,608","21,067","18,342","15,413","14,032","12,708","13,348","18,267","17,307","23,222","23,773","30,782","226,869"
Louisiana,2003,"13,823","13,942","12,808","9,360","9,408","9,410","10,481","14,049","16,515","20,286","19,197","26,414","175,693"
Maine,2003,"2,926","3,099","3,980","3,594","3,194","2,659","2,903","4,202","5,938","8,319","5,166","4,917","50,897"
Mariana Islands,2003,2,3,1,0,0,0,0,0,0,0,0,0,6
Maryland,2003,"6,851","6,717","6,938","6,242","5,019","4,917","4,605","5,649","5,837","7,520","9,184","8,791","78,270"
Massachusetts,2003,"11,532","10,285","13,102","10,364","12,481","10,576","10,566","9,915","12,672","11,515","8,552","9,835","131,395"
Michigan,2003,"25,766","27,025","30,012","25,693","21,821","19,730","20,248","24,232","33,495","38,240","36,733","39,166","342,161"
Minnesota,2003,"12,952","14,891","19,557","16,978","15,674","16,844","15,858","20,094","27,540","29,185","19,386","20,769","229,728"
Mississippi,2003,"12,472","13,657","11,064","8,174","8,148","7,679","8,382","12,311","11,430","15,046","19,331","23,183","150,877"
Missouri,2003,"15,396","17,562","16,987","14,355","11,468","10,474","10,987","15,286","17,426","23,725","23,531","25,668","202,865"
Montana,2003,"5,354","5,831","6,752","6,605","5,954","5,518","5,269","6,793","8,208","10,344","6,006","8,152","80,786"
Nebraska,2003,"3,476","3,320","3,345","2,821","2,280","2,099","2,148","3,372","4,111","5,625","5,629","6,532","44,758"
Nevada,2003,"3,789","4,022","5,029","3,835","3,693","3,151","3,505","4,369","3,756","4,330","4,176","5,777","49,432"
New Hampshire,2003,"3,724","3,728","4,972","4,711","4,017","3,441","3,470","4,517","5,711","6,144","5,352","4,937","54,724"
New Jersey,2003,"3,673","3,354","4,025","3,491","3,373","3,087","2,780","3,121","3,074","3,643","4,071","4,041","41,733"
New Mexico,2003,"6,264","7,344","7,019","5,889","5,661","5,137","5,433","6,957","6,395","7,665","6,673","8,703","79,140"
New York,2003,"10,516","11,406","13,245","12,154","10,359","9,404","8,745","10,499","14,408","17,338","17,038","15,719","150,831"
North Carolina,2003,"21,983","23,950","21,147","17,066","15,734","15,887","15,547","21,568","20,031","26,582","27,707","37,286","264,488"
North Dakota,2003,"1,960","2,083","2,501","2,375","2,170","1,929","1,894","2,838","4,086","4,971","3,288","3,298","33,393"
Ohio,2003,"21,548","26,525","28,489","22,394","19,288","17,488","16,800","22,423","23,788","26,800","35,612","37,477","298,632"
Oklahoma,2003,"13,362","15,749","13,211","11,771","10,286","9,650","9,998","14,009","12,886","16,248","18,023","22,358","167,551"
Oregon,2003,"10,448","11,277","13,674","11,687","10,383","9,172","8,552","11,410","14,543","12,698","11,970","17,146","142,960"
Pennsylvania,2003,"39,610","40,231","52,909","42,563","37,419","32,905","32,286","38,578","43,833","51,311","55,272","48,979","515,896"
Puerto Rico,2003,641,587,648,773,744,559,572,672,673,714,554,769,"7,906"
Rhode Island,2003,790,803,875,831,737,625,689,733,811,955,915,896,"9,660"
South Carolina,2003,"10,160","11,483","10,149","7,527","7,531","7,510","7,181","10,259","9,906","11,100","11,422","17,124","121,352"
South Dakota,2003,"3,171","3,417","3,650","2,889","2,720","2,601","2,652","3,919","5,165","7,271","4,911","5,317","47,683"
Tennessee,2003,"18,157","21,746","18,543","13,387","13,286","13,571","13,434","18,585","16,340","18,831","22,810","31,093","219,783"
Texas,2003,"54,023","59,258","56,761","44,287","43,876","42,514","45,602","64,983","63,737","65,970","60,660","86,604","688,275"
Utah,2003,"4,345","5,519","5,273","4,668","4,530","6,157","4,223","5,376","6,529","6,534","6,606","10,747","70,507"
Vermont,2003,"1,047","1,518","1,854","1,648","1,263","1,108","1,138","1,647","2,215","2,621","2,158","1,754","19,971"
Virgin Islands,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2003,"15,048","15,983","17,336","13,215","13,630","11,395","12,439","15,365","14,928","20,115","22,905","27,911","200,270"
Washington,2003,"18,476","19,550","20,934","18,172","16,493","14,947","14,572","16,303","18,058","19,743","16,027","20,641","213,916"
West Virginia,2003,"9,733","11,277","10,598","9,584","8,467","7,133","7,573","9,555","10,656","15,458","16,434","15,309","131,777"
Wisconsin,2003,"11,173","13,885","17,626","15,527","10,513","9,258","9,442","13,592","20,542","24,314","22,696","20,026","188,594"
Wyoming,2003,"2,425","2,773","2,613","2,460","2,450","2,289","2,165","2,699","3,422","3,062","2,699","4,127","33,184"
Alabama,2002,"18,235","18,976","17,140","12,967","13,040","12,603","12,674","17,453","17,961","19,568","26,757","33,634","221,008"
Alaska,2002,"2,212","2,255","2,924","3,264","2,895","2,550","2,760","3,753","3,027","4,699","2,801","3,653","36,793"
Arizona,2002,"11,443","12,418","12,161","10,516","10,489","9,260","10,056","13,140","12,274","13,141","12,430","14,932","142,260"
Arkansas,2002,"12,226","13,724","12,332","9,702","8,448","8,030","8,666","11,892","12,525","16,176","19,391","20,312","153,424"
California,2002,"58,768","56,796","58,116","55,856","58,303","51,886","54,488","56,621","52,881","52,756","54,868","73,051","684,390"
Colorado,2002,"15,152","14,328","17,092","13,722","12,508","10,878","11,967","16,702","16,030","18,322","17,115","19,938","183,754"
Connecticut,2002,"8,873","7,718","8,731","8,098","7,652","6,716","6,262","7,252","7,020","9,534","8,167","7,575","93,598"
Delaware,2002,"1,249","1,219","1,279","1,084","1,030",890,971,"1,262","1,330","1,778","2,067","2,229","16,388"
District of Columbia,2002,1,0,1,1,2,1,0,0,0,0,0,1,7
Florida,2002,"23,336","25,202","23,455","20,162","19,847","20,361","19,510","23,710","22,695","26,362","28,505","35,703","288,848"
Georgia,2002,"23,126","26,624","24,030","17,898","17,226","16,684","17,014","21,831","22,988","28,409","28,433","40,938","285,201"
Guam,2002,26,26,35,20,24,20,18,33,18,30,40,14,304
Hawaii,2002,549,586,539,931,868,536,676,652,599,693,554,624,"7,807"
Idaho,2002,"5,105","5,801","6,542","5,853","5,718","4,963","4,768","6,968","7,757","7,246","5,704","7,637","74,062"
Illinois,2002,"38,829","34,238","38,538","38,283","32,981","27,581","31,426","37,385","36,661","41,917","45,317","42,982","446,138"
Indiana,2002,"16,183","16,226","17,084","15,716","14,494","12,326","12,973","16,470","12,951","16,997","19,152","17,663","188,235"
Iowa,2002,"9,000","7,644","7,878","6,366","4,642","3,783","4,348","5,558","7,427","10,199","10,295","13,218","90,358"
Kansas,2002,"7,353","7,144","7,526","5,793","5,132","4,655","4,691","7,554","7,710","10,404","12,763","13,385","94,110"
Kentucky,2002,"18,641","21,575","19,630","16,031","13,687","12,525","13,240","18,976","17,645","22,037","25,714","29,722","229,423"
Louisiana,2002,"11,753","12,877","11,907","9,036","9,275","9,143","10,228","15,557","15,930","18,538","20,779","24,557","169,580"
Maine,2002,"3,079","3,224","4,056","3,487","2,894","2,563","2,782","3,944","6,209","7,990","4,843","4,851","49,922"
Mariana Islands,2002,3,0,1,6,1,9,12,1,0,2,0,0,35
Maryland,2002,"5,707","6,328","5,972","5,551","4,585","4,565","4,761","5,869","6,570","8,863","10,339","9,654","78,764"
Massachusetts,2002,"7,623","6,471","8,054","6,297","6,806","6,631","6,376","7,485","7,535","12,415","10,705","8,426","94,824"
Michigan,2002,"29,054","29,161","31,334","29,443","23,438","21,044","21,077","25,209","32,557","37,430","37,755","36,038","353,540"
Minnesota,2002,"12,887","13,211","17,144","17,114","11,362","9,824","10,721","17,376","23,195","24,486","17,579","17,493","192,392"
Mississippi,2002,"11,320","13,916","11,260","8,257","7,865","7,560","8,200","12,576","11,359","14,169","20,891","22,575","149,948"
Missouri,2002,"15,370","16,993","17,197","14,706","11,360","9,917","10,623","15,419","15,415","22,358","23,745","24,887","197,990"
Montana,2002,"5,161","5,426","5,973","6,388","5,902","5,075","4,958","6,667","7,883","9,557","6,254","7,078","76,322"
Nebraska,2002,"3,514","3,279","3,242","2,707","2,236","1,892","2,290","3,013","3,646","5,639","5,473","6,246","43,177"
Nevada,2002,"3,814","3,835","4,629","3,598","3,626","3,084","3,327","3,971","3,781","4,310","3,975","5,205","47,155"
New Hampshire,2002,"3,793","3,566","4,460","4,089","3,424","3,189","3,286","4,205","4,704","5,715","4,747","4,488","49,666"
New Jersey,2002,"3,754","3,500","4,186","3,616","3,431","3,001","2,795","3,252","3,095","3,961","4,531","4,196","43,318"
New Mexico,2002,"6,343","7,086","7,472","5,747","5,725","5,350","5,585","6,710","6,258","8,058","7,321","8,402","80,057"
New York,2002,"12,450","11,906","13,709","15,022","10,896","9,681","9,230","10,578","15,457","18,629","17,417","15,952","160,927"
North Carolina,2002,"22,798","24,556","21,416","17,383","15,989","16,030","16,372","23,077","21,396","26,629","29,216","34,054","268,916"
North Dakota,2002,"1,913","1,987","2,499","2,344","1,962","1,892","1,782","2,642","3,642","4,475","3,168","3,033","31,339"
Ohio,2002,"21,797","24,203","25,101","21,786","17,170","15,859","17,474","24,991","25,414","29,493","37,101","36,644","297,033"
Oklahoma,2002,"12,728","14,740","12,774","11,945","9,892","8,872","9,486","13,008","12,384","15,477","17,983","20,200","159,489"
Oregon,2002,"9,866","10,659","12,438","11,695","9,588","9,462","8,202","11,110","14,680","12,187","11,606","16,020","137,513"
Pennsylvania,2002,"42,920","44,417","54,478","46,684","40,223","36,303","38,259","44,403","47,875","58,871","62,360","50,909","567,702"
Puerto Rico,2002,510,654,582,583,606,617,670,838,808,978,630,672,"8,148"
Rhode Island,2002,866,751,857,725,741,676,667,740,791,959,918,830,"9,521"
South Carolina,2002,"9,771","11,629","10,318","7,629","7,517","6,884","7,167","10,757","10,135","10,848","12,360","16,961","121,976"
South Dakota,2002,"2,843","3,115","3,466","3,040","2,547","2,206","2,267","3,898","4,579","6,422","4,888","5,011","44,282"
Tennessee,2002,"17,736","20,354","19,597","13,784","13,289","12,056","13,248","18,777","16,574","19,767","26,066","31,800","223,048"
Texas,2002,"50,321","51,634","49,178","42,304","42,561","40,367","42,810","62,213","63,116","66,213","69,561","84,467","664,745"
Utah,2002,"4,583","4,699","4,959","4,404","4,021","3,596","3,569","4,662","5,598","5,922","6,100","9,597","61,710"
Vermont,2002,"1,240","1,657","2,117","1,844","1,381","1,041","1,159","1,448","2,021","2,586","2,245","1,744","20,483"
Virgin Islands,2002,0,0,0,0,0,0,0,0,0,1,0,0,1
Virginia,2002,"14,014","15,358","15,481","13,285","11,665","10,760","11,908","15,177","15,936","20,438","22,305","25,462","191,789"
Washington,2002,"13,151","14,857","15,370","15,924","15,994","13,910","14,102","16,150","17,315","19,637","17,503","19,526","193,439"
West Virginia,2002,"9,397","11,808","11,248","9,510","8,140","6,953","7,825","9,931","11,584","15,209","18,015","15,226","134,846"
Wisconsin,2002,"11,139","13,953","17,631","14,901","9,866","8,427","8,218","12,972","18,039","21,361","20,334","16,938","173,779"
Wyoming,2002,"2,462","2,701","2,758","2,572","2,495","2,535","2,227","2,972","3,290","3,252","2,755","3,566","33,585"
Alabama,2001,"17,733","18,828","18,034","12,565","12,138","13,220","12,972","17,684","21,407","23,088","28,049","34,469","230,187"
Alaska,2001,"2,409","2,343","2,912","3,398","2,965","2,626","3,198","3,902","3,784","5,278","3,478","3,666","39,959"
Arizona,2001,"11,279","12,700","12,450","10,565","10,058","10,025","9,753","11,822","14,501","15,246","12,832","16,351","147,582"
Arkansas,2001,"12,669","14,916","13,680","9,014","8,581","8,588","8,818","13,289","15,356","18,324","21,699","21,128","166,062"
California,2001,"60,935","58,904","65,127","77,120","76,603","66,811","63,395","71,416","72,914","76,958","78,910","85,476","854,569"
Colorado,2001,"23,654","23,686","29,331","23,024","21,077","21,850","21,457","28,926","36,990","43,020","35,152","40,529","348,696"
Connecticut,2001,"7,118","6,485","7,482","6,894","6,879","6,339","5,753","6,175","7,855","10,892","9,119","8,698","89,689"
Delaware,2001,"1,096","1,077","1,234",929,918,852,813,"1,101","1,764","2,192","2,166","2,477","16,619"
District of Columbia,2001,0,1,3,3,3,2,0,0,1,1,2,1,17
Florida,2001,"23,164","22,384","23,281","19,361","18,478","19,021","19,017","22,195","29,526","38,217","32,050","36,702","303,396"
Georgia,2001,"26,033","28,181","27,325","18,481","17,775","18,300","18,632","25,011","30,179","38,250","32,523","44,831","325,521"
Guam,2001,28,21,23,33,26,24,28,35,21,20,38,31,328
Hawaii,2001,684,587,601,623,620,499,466,658,529,820,664,713,"7,464"
Idaho,2001,"5,395","5,802","6,379","5,517","5,392","4,852","4,874","6,228","8,312","8,371","6,666","7,612","75,400"
Illinois,2001,"36,000","34,322","39,288","30,716","28,069","27,854","32,121","39,017","38,726","53,613","53,751","49,225","462,702"
Indiana,2001,"12,951","13,402","14,906","11,399","10,842","18,746","14,374","17,113","16,272","22,702","21,780","21,293","195,780"
Iowa,2001,"8,747","7,100","8,202","5,676","4,284","3,987","3,989","5,333","8,139","10,661","11,418","12,122","89,658"
Kansas,2001,"7,760","7,392","8,141","5,507","4,860","4,899","4,842","7,090","8,493","11,160","12,580","12,684","95,408"
Kentucky,2001,"17,820","20,955","20,312","14,259","12,909","13,848","13,077","19,612","20,022","24,942","28,614","32,626","238,996"
Louisiana,2001,"12,131","12,930","12,527","8,474","8,720","10,172","10,495","15,894","18,421","21,704","21,112","25,195","177,775"
Maine,2001,"2,587","2,633","3,363","3,270","2,570","2,421","2,886","3,994","6,996","9,346","5,010","4,943","50,019"
Mariana Islands,2001,20,0,9,0,6,0,13,85,9,6,0,0,148
Maryland,2001,"5,579","6,351","6,170","5,105","4,211","4,950","4,521","5,471","8,124","11,151","11,327","10,387","83,347"
Massachusetts,2001,"5,293","5,064","5,747","4,747","4,780","4,307","4,243","4,528","5,533","7,727","6,993","7,673","66,635"
Michigan,2001,"23,873","24,752","28,472","23,859","18,682","17,873","24,629","29,598","42,150","46,270","44,550","38,716","363,424"
Minnesota,2001,"11,063","11,855","17,194","14,891","10,389","9,756","10,649","17,366","26,158","29,004","15,991","17,619","191,935"
Mississippi,2001,"11,451","14,112","12,301","8,356","7,929","8,824","8,578","13,808","12,940","16,380","21,545","23,197","159,421"
Missouri,2001,"14,123","15,936","16,461","12,672","10,300","10,642","10,427","15,539","18,019","24,876","23,866","26,609","199,470"
Montana,2001,"4,342","5,076","6,185","5,718","5,300","5,264","4,779","6,424","8,365","9,769","6,244","7,286","74,752"
Nebraska,2001,"3,221","2,906","3,305","2,370","2,116","2,111","2,246","3,158","4,633","6,270","5,835","6,230","44,401"
Nevada,2001,"3,675","3,868","4,324","3,392","3,516","3,555","3,491","3,916","5,290","5,235","4,257","6,030","50,549"
New Hampshire,2001,"2,858","2,740","3,165","3,236","2,477","2,480","2,824","3,402","5,627","6,886","5,158","4,874","45,727"
New Jersey,2001,"3,187","2,897","3,413","2,704","2,691","2,417","2,139","2,662","3,350","4,722","4,829","4,516","39,527"
New Mexico,2001,"6,254","7,537","7,669","5,731","5,457","5,531","5,331","7,009","7,704","9,292","8,083","9,276","84,874"
New York,2001,"11,329","11,505","14,679","12,965","10,226","10,320","9,332","11,972","19,150","24,704","21,675","18,110","175,967"
North Carolina,2001,"23,334","24,393","22,405","16,310","15,681","16,492","16,277","23,803","25,304","33,010","33,064","39,498","289,571"
North Dakota,2001,"1,929","1,893","2,372","2,132","1,869","1,786","1,792","2,546","4,157","4,972","3,397","3,260","32,105"
Ohio,2001,"19,819","22,710","24,668","18,712","15,075","15,312","13,934","20,725","29,848","33,599","40,008","37,749","292,159"
Oklahoma,2001,"12,757","14,633","13,004","10,670","9,219","9,283","9,212","13,501","14,475","17,707","18,529","21,136","164,126"
Oregon,2001,"9,562","10,541","12,324","10,977","9,033","10,431","8,517","10,936","16,615","13,958","12,373","16,028","141,295"
Pennsylvania,2001,"34,202","36,228","44,975","36,360","30,679","29,275","28,635","35,334","49,455","63,468","63,805","57,465","509,881"
Puerto Rico,2001,402,439,493,404,524,537,590,868,736,738,719,645,"7,095"
Rhode Island,2001,768,775,779,720,598,580,566,766,"1,163","1,510","1,062",946,"10,233"
South Carolina,2001,"10,507","11,912","10,859","7,276","7,511","7,518","7,560","11,241","12,067","13,440","13,789","19,101","132,781"
South Dakota,2001,"2,306","2,359","3,066","2,292","2,030","2,174","2,238","3,341","4,961","6,613","4,623","4,858","40,861"
Tennessee,2001,"17,548","19,682","20,878","12,402","12,283","12,826","12,699","18,714","19,482","24,095","27,264","32,906","230,779"
Texas,2001,"51,492","51,017","52,984","38,409","40,931","39,412","40,143","61,054","69,653","72,476","68,854","86,321","672,746"
Utah,2001,"4,637","5,574","5,295","4,622","3,728","4,130","3,584","4,901","7,117","7,336","6,799","9,795","67,518"
Vermont,2001,"1,030","1,460","1,750","1,615","1,031","1,059","1,193","1,416","2,506","3,054","2,503","2,040","20,657"
Virgin Islands,2001,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2001,"13,793","15,198","15,645","11,970","11,315","11,170","11,535","13,733","17,970","23,054","23,635","27,163","196,181"
Washington,2001,"11,703","11,536","13,278","11,289","10,471","11,110","10,940","12,833","16,619","20,541","14,250","16,810","161,380"
West Virginia,2001,"9,167","10,844","11,306","8,399","7,406","7,652","7,603","10,176","12,520","17,649","19,121","16,578","138,421"
Wisconsin,2001,"10,043","13,312","17,988","14,239","8,868","8,425","8,841","13,619","21,972","25,423","21,370","17,698","181,798"
Wyoming,2001,"2,456","2,598","2,713","2,390","2,338","2,231","2,285","3,070","3,948","3,340","3,079","4,006","34,454"
Alabama,2000,"17,860","19,309","17,001","13,017","11,832","12,944","12,451","16,404","19,885","19,647","27,199","34,362","221,911"
Alaska,2000,"2,149","2,620","3,054","3,432","3,069","2,959","3,259","3,842","3,553","5,136","2,926","3,960","39,959"
Arizona,2000,"12,192","13,882","14,125","11,946","10,782","10,755","10,557","12,126","12,278","12,289","11,402","15,929","148,263"
Arkansas,2000,"12,592","16,075","13,984","10,908","9,462","9,758","9,266","12,734","15,732","17,174","22,007","19,936","169,628"
California,2000,"57,800","58,905","64,895","65,796","62,909","64,614","60,311","63,724","59,837","62,588","74,834","98,293","794,506"
Colorado,2000,"23,614","24,812","27,658","21,778","17,670","20,632","19,290","25,582","28,974","30,224","29,512","37,766","307,512"
Connecticut,2000,"7,661","7,645","8,787","7,021","6,932","6,779","6,172","7,379","6,702","7,838","7,360","7,310","87,586"
Delaware,2000,"1,057","1,133","1,251","1,108",870,880,912,"1,042","1,275","1,612","2,002","2,205","15,347"
District of Columbia,2000,4,1,2,3,2,0,1,1,0,0,3,0,17
Florida,2000,"21,069","22,271","21,673","18,712","18,427","18,875","17,903","21,096","21,001","23,888","26,210","34,910","266,035"
Georgia,2000,"29,933","34,114","30,832","21,741","19,557","20,972","21,094","26,402","29,985","33,658","34,476","49,593","352,357"
Guam,2000,23,16,23,15,18,22,30,22,23,26,24,37,279
Hawaii,2000,576,511,574,419,452,489,574,651,726,630,539,468,"6,609"
Idaho,2000,"5,284","6,340","6,711","6,281","5,278","5,350","5,189","6,093","8,558","7,606","6,372","8,076","77,138"
Illinois,2000,"39,273","38,528","44,109","34,673","30,664","28,722","27,627","42,307","37,925","43,841","42,378","39,724","449,771"
Indiana,2000,"14,663","14,732","15,093","13,284","11,238","13,005","11,283","14,154","16,661","18,026","21,201","18,979","182,319"
Iowa,2000,"8,619","7,661","7,994","5,501","4,179","4,003","3,875","5,660","7,692","10,620","11,298","10,694","87,796"
Kansas,2000,"7,987","8,219","8,355","5,896","5,493","5,205","5,153","6,776","8,008","10,516","12,176","12,932","96,716"
Kentucky,2000,"17,459","21,621","19,364","16,387","12,913","13,879","13,354","18,049","20,108","21,371","25,539","29,852","229,896"
Louisiana,2000,"12,767","13,280","12,336","9,776","9,066","9,653","10,187","13,738","17,801","19,434","21,321","25,347","174,706"
Maine,2000,"2,606","2,723","3,514","2,966","2,434","2,406","2,686","3,651","5,814","7,569","4,343","4,316","45,028"
Mariana Islands,2000,0,0,0,0,2,0,0,0,7,0,4,0,13
Maryland,2000,"5,758","6,566","7,482","7,440","5,508","5,364","5,403","6,441","7,892","8,461","9,620","8,374","84,309"
Massachusetts,2000,"2,578","2,825","3,547","3,600","2,673","5,311","5,133","6,178","5,253","6,334","6,017","5,394","54,843"
Michigan,2000,"21,227","21,793","25,935","22,333","18,250","18,150","19,471","22,187","32,946","33,831","35,147","29,391","300,661"
Minnesota,2000,"10,104","12,752","17,218","14,781","10,317","10,808","10,839","17,129","25,944","25,793","15,027","14,388","185,100"
Mississippi,2000,"12,200","15,169","12,341","9,147","8,458","9,220","9,271","13,038","14,049","15,286","21,595","24,206","163,980"
Missouri,2000,"14,172","16,933","16,401","14,225","10,574","11,085","10,612","13,907","16,137","21,208","22,725","23,599","191,578"
Montana,2000,"4,407","5,301","6,002","5,744","5,222","5,328","4,646","5,561","7,916","8,972","5,138","6,878","71,115"
Nebraska,2000,"3,196","3,284","3,531","2,650","2,202","2,137","2,329","3,197","4,234","6,470","5,671","5,924","44,825"
Nevada,2000,"4,238","4,432","4,424","3,963","3,799","3,611","3,585","3,738","4,303","3,991","3,845","5,878","49,807"
New Hampshire,2000,"2,753","2,694","3,362","3,115","2,498","2,697","2,775","3,266","4,217","4,585","4,180","3,978","40,120"
New Jersey,2000,"2,614","2,778","3,267","2,986","2,746","2,934","2,574","3,049","3,014","3,278","4,110","3,756","37,106"
New Mexico,2000,"6,299","7,687","7,724","6,240","5,759","6,040","5,401","6,678","7,268","8,509","7,173","9,256","84,034"
New York,2000,"10,957","11,106","12,957","12,524","10,157","9,527","10,067","13,188","17,307","19,620","19,475","17,089","163,974"
North Carolina,2000,"23,910","27,125","24,942","18,841","16,974","17,839","17,014","23,641","23,661","26,848","31,520","38,569","290,884"
North Dakota,2000,"1,834","2,099","2,656","2,498","1,948","1,973","1,904","2,931","4,236","4,742","2,849","2,688","32,358"
Ohio,2000,"20,200","24,204","24,696","21,170","15,379","15,730","14,878","20,887","24,115","25,035","34,890","32,981","274,165"
Oklahoma,2000,"11,957","14,972","12,702","11,516","9,323","10,371","9,467","11,635","13,080","14,820","17,563","19,582","156,988"
Oregon,2000,"9,658","11,551","12,475","10,993","9,236","9,375","8,159","10,244","15,228","11,427","11,332","15,658","135,336"
Pennsylvania,2000,"35,120","37,931","48,600","39,189","32,796","31,442","31,171","34,999","41,872","48,477","54,089","45,608","481,294"
Puerto Rico,2000,247,418,620,406,425,454,374,546,487,458,388,478,"5,301"
Rhode Island,2000,774,853,939,784,669,682,595,699,754,867,957,841,"9,414"
South Carolina,2000,"9,905","11,851","10,773","7,565","6,810","7,483","7,514","11,491","11,329","11,497","13,827","18,573","128,618"
South Dakota,2000,"1,997","2,288","2,500","2,300","1,901","1,905","2,094","3,181","4,695","6,187","3,717","3,958","36,723"
Tennessee,2000,"18,928","21,178","19,940","14,344","12,968","12,596","16,221","19,449","19,087","20,079","26,567","33,316","234,673"
Texas,2000,"48,626","52,861","51,666","42,204","41,947","42,043","45,518","59,994","65,110","62,872","66,996","83,133","662,970"
Utah,2000,"4,611","5,831","5,549","4,379","4,006","3,964","3,953","5,111","7,019","6,522","5,848","10,627","67,420"
Vermont,2000,"1,123","1,590","1,961","1,708","1,222","1,130","1,206","1,544","2,231","2,688","2,181","1,716","20,300"
Virgin Islands,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2000,"13,636","15,794","17,908","13,361","11,352","11,129","11,886","13,970","16,397","17,457","21,270","24,348","188,508"
Washington,2000,"9,171","10,534","11,763","9,711","8,880","8,910","9,156","11,248","13,685","14,792","11,741","14,664","134,255"
West Virginia,2000,"8,589","11,546","10,855","9,255","7,143","7,397","7,743","9,060","12,058","13,650","16,591","14,371","128,258"
Wisconsin,2000,"10,368","13,013","16,615","14,441","9,928","9,160","9,498","14,009","22,239","24,736","20,647","15,838","180,492"
Wyoming,2000,"2,508","2,956","3,047","2,563","2,202","2,339","2,267","2,765","3,838","3,178","2,725","3,907","34,295"
